Name,D (Mpc),D_err (Mpc),q (b/a),Incl (deg),Mbar,M_gas,M*(g-r),g-r,Rh,Mh,Mh_err,M_Re,Me_gmr,Me_gmrerr,M_R235,M235_gmr,M235_gmrerr,M1kpc_gmr,M1kpc_gmrerr,Rho_h,Rho_e
UGC11454,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11557,22.0,5.5,0.1229,0,-,3647000000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11583,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11616,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11648,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11707,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11748,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11819,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11861,25.1,6.275,0.3637,71.93857348938161,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11891,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11914,15.04907036512972,1.5049070365129722,0.1321,0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11951,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC12060,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC12276,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC12632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC00128,64.5,6.45,0.4863,63.101596803663845,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC1886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC02023,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2034,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2080,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2141,12.17786615072997,1.2177866150729972,0.5004,62.08555715137407,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC2855,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC3013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC3137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC3273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC3371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC3382,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC3691,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC528,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC00731,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGCA444,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESO116-G012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESO444-G084,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESO563-G021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GASS24366,176.0,8.8,0.7,46.79166084923599,-,1683170208.464378,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GASS48356,122.9,6.1450000000000005,0.2226,84.2756163224188,-,3682375188.653534,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GASS56612,124.2,6.210000000000001,0.5426,59.01615025230741,-,718005937.5879122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC0024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC0801,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC0891,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC1003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC2915,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC3109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC4138,18.0,4.5,0.3845,70.41760812579858,-,4908400000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NGC6674,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC02487,80.38,20.095,0.1954,0,-,25148200000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC02885,80.6,8.06,0.0,0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC02916,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC02953,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC03205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC06917,10.47,2.6175,0.5126,61.20313709070855,-,2832200000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGC11455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UGCA442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESO0140040,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESO4250180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
